Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,axis_known,Manufacture method,Primary Material_n,URL,Manufacture Method_n,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName
IOW-D9F3E1,MEDIEVAL,4,,25.0,1.73,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/139421,8,https://finds.org.uk/images/fbasford/medium/IOW2006-65-21.JPG,IOW-D9F3E1.png,,,,"Crowned bust facing. E on breast, quatrefoils by neck",Long cross dividing the legends with three pellets in each quarter,...GRA...ANG...,Outer: POSVI DEVM...Inner: ...IVI TAS EBO...,,South East,,,Certain,Edward IV of England (first reign),York,Groat,,English coin Late Medieval 1377 - 1489,
SF-DD3EF5,MEDIEVAL,4,,,1.28,-1.0,Silver,0,,8,https://finds.org.uk/database/artefacts/record/id/60844,8,https://finds.org.uk/images/fminter/medium/SENSF-DD3EF5.jpg,SF-DD3EF5.jpg,,,,Facing crowned bust with sceptre,Cross and crosslets,(  )X,(  ) :ON ( ),,Eastern,,,Certain,Henry II of England,,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,
IOW-091595,MEDIEVAL,4,,16.4,1.12,8.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/234633,8,https://finds.org.uk/images/fbasford/medium/IOW2008-1-450.JPG,IOW-091595.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,CIVI/TAS/LON/DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
LVPL-B316E5,MEDIEVAL,4,1.0,26.4,4.3,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/752109,8,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABQAFADASIAAhEBAxEB/8QAHAAAAwADAQEBAAAAAAAAAAAAAAUGAQMEAgcI/8QANRAAAgEDAwIFAgMGBwAAAAAAAQIDAAQRBRIhMUEGE1FhcYGhIjKRBxQzsfDxFSNCcoLB0f/EABkBAAMBAQEAAAAAAAAAAAAAAAADBAIBBf/EACQRAAMAAgIBAwUBAAAAAAAAAAABAgMRITEEEkFREyIyYaHw/9oADAMBAAIRAxEAPwD9l0UUUAFFFFABRRWHdUQu7BVAySTgCgDNFcVvq2m3Fql1FewtE5IVs4yRnjB5zwaVeI/E6aWIvKtXlSUZE5/hgevHJ+OKXWWJn1N8GlDb0UVFcmk38Oo2SXMTKdwG4Kc4NddbTTW0Za0BIAJJwB1NJk1+AaiLe4TyopWxDLnjPQbvTJ6V163OYLFghAdztXP3+2aj7RVuNZllkXelsQSGGfxHoD64A+1T5srmkpGRKa2y+oqbtNRubONVSL95hB2mLd/mqcZ/DnhuO3Bp295EtmlywdVdQyqy4bpnkdqbORUjLlo3yyJEheRgoHqaj9cvb++ha3mkgt7eQkcbgygDoScAknAzkUy1DTbvW442uWEcQO5U/Lj36Zz+lItZ8JS2dsJrDUJxNk5UklD9Oe1TZ6yUvtXAyFKfL5OWa3jtoXkCRxSERy7jEAdhBBUDPIzxg+mc12WswFutvq9q3+HzuAXLhwhPQnHKnPfv0OetTcF1OlrLpd5lGVgUz0RgQcfB9vmngvvP0eaIxFJZnCbwMqD16j4AqKLT6HUme7GSbwvr4tZJCbOY8HsQehH6/SvoAIIyOlRmpxRah4ZZ/wALG3AZGHOFONwHt0I+RT3wrePeaRC0rbpFUKx9xwfuDV3jv0U49u0JycrZp8RyHz0GFIiheTnoc4XkfX71N+HJH8q3jLIkt3JI7OcEqo4J9M8cfNUmuxF7twF5e1ZVPTkMv96l9FRLixtT5hhlhPmJNj8hBkzkenFLzb+r/v0aj8Ts1SN7HUIIbh/3i0uWyrlAsgKjBVsYBBDDmq5ow17GOyLwMdMf0P0qU1uGWTbPNJ5pjAMSgbUUblLcdSxAPxiqq4lWCdZW/Iy8n278dff9abh4dfHBi+kddab6MzWkkatsLLw3pW1SGUMpBB5BFar1kS0laRwihDlj24qp9C12fNPGMGy+s5gyEyLyynIYj3+a8x6nbWduksryrI4/Eka7S3qR2OcDn5rmv53vb9LWOHbHBuAwMZJPHHr049aPEemzzlLq1DTGKPZJHswyhTgkdiuc9K8Kqe6uC1LhJj7w5qMl5ZXiCBVikglYepwDx7dB0pp4Bmd45ojjapJA7jIU/wAyaQeDvMttJuZguNkBCnHIZv70+/Z/AyrdTndtLbRnvjjP2qvx6puNisiSTHerrsaC5Bx5bgP/ALSCD/PP0qWttNvUubyOC1kkhWRwG7MGGdoz1wVx/wAjVwyqy7WAYHsRWatyYVb2Jm9IR2+lzSpF58EMaAglGdnPHHPbOMjNOZY0lQo6gj+Ve6K3MKUZbbElzLcWVyYIJVIAyAxwcH26fakmp3N/dr5BvDliRhF5H9ew+tWFzawXDK0qncvRlYqf1FS+u6PNYWxuoJpLlEUowkJLKrOCTkdcDIyQeDU2eKSeuhsNbE62kMV/HpdsqwskfmOzAvgnkZwQc/HShRPaajJaTBBJHh4wCzb92MFW9DjoenPWmAhkk1EaxbxZjZQsu/KqSvAYHpjHeubUGQ3/AJpZVkdQqRr/AKVA46/Xn/qpXOltfP8ABqezXqc4trUWtuuScNlejNk4GPnnHpVj4atBZ6LbxbSrFQzZ65qW0DTn1C+Xf/ChbexHv/729s+1XY4GBVPiw23bFZX7BRRRVokKKKKACiiigDBAK7SAQexpHqnhy3u7lJoGW3PR1CZDe/8AXFPaKxcTa1SOqmujTZWsNnbiGBcKOSTyWPqT3NbqKK0lrhHD/9k=",LVPL-B316E5.jpg,,,,"Front-facing crowned bust within a tressure of eight arches, all within an inner circle.",Long cross dividing two circles of inscription with three pellets in each quarter. In quarter 4 (DON) there is a small saltire in the centre of the group of pellets.,EDWAD D G REX ANGL Z FRNC D hYB (closed E; unbarred A; pellet stops),POSVI/DEVm A/DIVTOR/Em mEV (closed E; unbarred A; saltire stops),,Wales,,,Certain,Edward III of England,London,Groat,,English coin Edwardian type 1279 - 1377,
YORYM616,MEDIEVAL,4,,,1.25,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/29063,8,https://finds.org.uk/images/cpaynton/medium/yorym616a.jpg,YORYM616.jpg,,,,,,,,,Yorkshire and the Humber,,,Certain,,,Uncertain,,,
IOW-0C0352,MEDIEVAL,4,,12.0,0.28,3.0,,1,,11,https://finds.org.uk/database/artefacts/record/id/231928,11,https://finds.org.uk/images/fbasford/medium/IOW2008-1-387.JPG,IOW-0C0352.png,,,,Crowned bust facing with wedged drapery (the crown band is not visible),Long cross dividing the inscription with three pellets in each quadrant,EDWARDVS REX A,CIVI/TAS/LON/DON,,South East,,,Certain,Edward II of England,London,Farthing,,English coin Edwardian type 1279 - 1377,
LEIC-C814A7,MEDIEVAL,4,1.0,17.0,0.78,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/252172,8,https://finds.org.uk/images/wscott/medium/C814A7.JPG,LEIC-C814A7.png,,,,facing crowned bust,voided long cross and pellets,EXII,XONIO?,,East Midlands,,,Certain,Henry III of England,Oxford,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
YORYM-748D13,MEDIEVAL,4,1.0,17.6,0.7,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/103682,8,https://finds.org.uk/images/devans/medium/rdmed 001.jpg,YORYM-748D13.jpg,,,,"Crowned bust facing forwards with inner border of beading and inscription around (starting at 10 o'clock). The crown has a pellet at the end in place of the common half lys, the eyes are pellets in annulets. The letters N and R are ligated, the letter R has a ball tail, and the letter X a trailing tail.","A voided long cross with 3 pellets in each quarter, inner border of beading and inscription around. The coin has been deliberately cut in half along one of the long cross's voids.",[HE]NRICVS REX [III],NICOLE [ON ...],,Yorkshire and the Humber,,,Certain,Henry III of England,,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
IOW-0C3EA0,MEDIEVAL,4,,19.0,1.13,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/95195,8,https://finds.org.uk/images/fbasford/medium/IOW2005-94-13.JPG,IOW-0C3EA0.png,,,,Bust facing with a chaplet of rosettes in place of a crown.,Long cross pattee with three pellets in each quarter,IOhS COMES hANO NIE,MON / ETA / MON / TES,,South East,,,Certain,,,Penny,,,
SUR-804085,MEDIEVAL,4,,18.53,0.56,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/163490,8,https://finds.org.uk/images/dwilliams/medium/06.741a.JPG,SUR-804085.png,,,,"Profile bust with sceptre, facing left",Cross Fleury,(P)ILLEM[VS REX],EADRED O[N...],,South East,,,Certain,William the Conqueror,London,Cut halfpenny,,Coin of Norman and Early Plantagenet England 1066-1180,
IOW-A20E62,MEDIEVAL,4,,18.0,0.69,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/270728,8,https://finds.org.uk/images/fbasford/medium/IOW2009-1-665.JPG,IOW-A20E62.png,,,,Crowned bust facing without sceptre,Voided long cross dividing the inscription with three pellets in each quadrant,"hENR[ ]X III (pellet between X and III, NR ligated)",[ ]ONW/INC (ON ligated),,South East,,,Certain,Henry III of England,Winchester,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
SF6717,MEDIEVAL,4,,,1.44,-1.0,Silver,0,,8,https://finds.org.uk/database/artefacts/record/id/21526,8,https://finds.org.uk/images/hgeake/medium/sf6717.jpg,SF6717.jpg,,,,"Facing bust. The fist holding the sceptre interrupts the inscription between the R and the E of REX. In the inscription, R has rounded top & 2 vertical lines & the  X is made up of 2 straight lines.",Short cross with quatrefoil in each angle. In good condition except for a little wear below bust and in the same place on reverse. In the inscription there may be an extra vertical line after the M.,HENRICVS REX,FVKE . ON . S . ADM,,Eastern,,,Certain,John of England,Bury St. Edmunds,Penny,,English coin short and long cross period 1180 - 1278,
LEIC-509FD4,MEDIEVAL,4,0.7,,0.29,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/136981,8,https://finds.org.uk/images/wscott/medium/509FD4.JPG,LEIC-509FD4.png,10.0,,10.0,cross on crown,crosslet,[H]ENRI[CVSREX],ON.C,,East Midlands,,,Certain,Henry III of England,Canterbury,Farthing,,English coin short and long cross period 1180 - 1278,
NLM-22C42A,MEDIEVAL,4,,19.6,0.57,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/996519,8,https://finds.org.uk/images/mforeman/medium/NLM45231.jpg,NLM-22C42A.jpg,,,,Bust left with crown of pellets,"Voided short cross, a star of six points in the visible angle",possibly +LE[---],+(----)/[--]T/ER:,,,,,,William I of Scotland,,Cut halfpenny,,,
IOW-E381A5,MEDIEVAL,4,,19.0,1.4,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/54473,8,https://finds.org.uk/images/fbasford/medium/IOW 2003.74.18o&r.JPG,IOW-E381A5.png,,,,Bust (now illegible) within a beaded triangle.,,Largely illegible.,CIVI.TAS,,South East,,,Certain,Edward I of England,Dublin,Penny,,English coin Edwardian type 1279 - 1377,
LON-B4D834,MEDIEVAL,4,,19.0,,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/113715,8,https://finds.org.uk/images/fsimpson/medium/4618.20 copy.jpg,LON-B4D834.jpg,,,,"Full face, with side fleurs and spearheads. The drapery has two wedges.",Long cross,EDW R ANG DNS HYB,CIVITAS LONDON,,London,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
NARC-6573B9,MEDIEVAL,4,,19.0,1.5,-1.0,Gold,0,Struck or hammered,3,https://finds.org.uk/database/artefacts/record/id/764080,3,https://finds.org.uk/images/jcassidy/medium/photo1.JPG,NARC-6573B9.png,,,,Square shield quartered with the arms of England and France within a double stranded foil of 8 arches. Lis above the shield. All within an inner circle.,"Floriated cross with a lis at each limb end, a trefoil and a lion passant, guardant in each angle of the cross, within a double-stranded foil of 8 arches. Lis within central lozenge. All within an inner circle.","hEnRIC DI GRA REX AnGL (lis stop after hEnRIC, trefoil stops thereafter)",EXALTABITVR (mullet) In (annulet) GLORIA,,East Midlands,,,Certain,Henry VI of England (first reign),London,,,English coin Late Medieval 1377 - 1489,
IOW-CCC866,MEDIEVAL,4,,20.5,1.21,4.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/270871,8,https://finds.org.uk/images/fbasford/medium/IOW2009-2-300.JPG,IOW-CCC866.png,,,,Crowned bust facing within a tressure of nine arches,Long cross dividing the inscriptions with three pellets in each quadrant,[ ]REX ANGLE X F[ ],Outer: POSVI[] ORE M (I have made God my Helper)Inner: VIL[ ]AL/IS,,South East,,,Certain,Henry VI of England (first reign),Calais,Half groat,,English coin Late Medieval 1377 - 1489,
WAW-6FB98A,MEDIEVAL,4,,19.09,0.47,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/977142,8,https://finds.org.uk/images/abolton/medium/WAW6FB98A.jpg,WAW-6FB98A.jpg,,,,"Bust facing left, holding a sceptre.",Short voided cross with a star in each angle.,LMVS RE,[R]AVL:O[N...],,,,,,William I of Scotland,,Cut halfpenny,,,
BH-A4BE54,MEDIEVAL,4,0.3,15.7,0.58,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/55212,8,https://finds.org.uk/images/jwatters/medium/hammered 2 ob.jpg,BH-A4BE54.jpg,,,,Crowned bust of monarch (head-on view) within a border of small pellet design.,Long Cross design with three pellets in each corner.,ED,CIV[IT]AS LOND[ON],,Eastern,,,Certain,,London,Penny,,,
LEIC-540F06,MEDIEVAL,4,0.5,15.0,0.52,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/70488,8,https://finds.org.uk/images/wscott/medium/540F06.JPG,LEIC-540F06.png,,,,Facing crowned bust,long cross and pellets,EDW[RANG][...],CIVITAS LONDON,,East Midlands,,,Certain,,London,Halfpenny,,English coin Edwardian type 1279 - 1377,
LEIC-DAD930,MEDIEVAL,4,0.75,,0.31,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/227004,8,https://finds.org.uk/images/wscott/medium/DAD930.JPG,LEIC-DAD930.png,9.0,,8.0,part facing crowned bust,voided long cross and pellets,EX,ION,,East Midlands,,,Certain,Henry III of England,Dublin,Farthing,,English coin short and long cross period 1180 - 1278,
LVPL379,MEDIEVAL,4,,,1.33,-1.0,Silver,0,,8,https://finds.org.uk/database/artefacts/record/id/6665,8,https://finds.org.uk/images/nherepath/medium/lvpl379.jpg,LVPL379.jpg,,,,,,,,,South East,,,Certain,Edward III of England,London,Penny,,English coin Edwardian type 1279 - 1377,
NMS-BF3E94,MEDIEVAL,4,,,0.81,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/511552,8,https://finds.org.uk/images/amarsden/medium/NMD062012guiofdampierre.jpg,NMS-BF3E94.jpg,,,,,,,,,Eastern,,,Certain,,,,,,
NLM-C28E70,MEDIEVAL,4,0.5,15.1,0.51,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/52815,8,https://finds.org.uk/images/kadams/medium/nlm07366.jpg,NLM-C28E70.jpg,,,,King enthroned holding an orb and sceptre,heater shield divided by a long cross with C D either side of the shield.,,,,Yorkshire and the Humber,,,,Henry VIII of England,,Penny,,,
SOMDOR-469933,MEDIEVAL,4,,16.95,0.64,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/87662,8,https://finds.org.uk/images/caht/medium/469933.jpg,SOMDOR-469933.jpg,,,,No pellets in the lower hair curls,Offstruck,Illegible,[--- ]STAN[--],,South West,,,Certain,Henry III of England,Bury St. Edmunds,Cut halfpenny,,English coin short and long cross period 1180 - 1278,
FAKL-041547,MEDIEVAL,4,,18.4,1.38,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/848262,8,https://finds.org.uk/images/kleahy/medium/aSWY955.jpg,FAKL-041547.jpg,,,,"Crowned bust facing, mostly illegible","Long cross dividing the inscription, the arm at 12 o'clock ending in a crozier. Groups of three pellets in each angle.",[ ]NGL DNS hYB,C[ ]/[ ]/[ ]N/ELM,,Yorkshire and the Humber,,,Certain,Edward II of England,Durham,,,English coin Edwardian type 1279 - 1377,
IOW-B5F951,MEDIEVAL,4,,18.0,1.41,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/131621,8,https://finds.org.uk/images/fbasford/medium/IOW2006-40-38.JPG,IOW-B5F951.png,,,,Crowned bust facing with sceptre,Voided long cross with three pellets in each quarter,HENRICVS REX III,RIC ARD ONL VND,,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,
SUSS-F0CB81,MEDIEVAL,4,0.62,16.49,0.83,9.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/62981,8,https://finds.org.uk/images/lwilson/medium/Henry VI rev.jpg,SUSS-F0CB81.jpg,,,,Crowned bust facing with annulets by the neck.,Long cross with three pellets in each quarter.,+ HENRICVS x REX x TROLIE,CAL IS x [IE] [---],,South East,,,Certain,Henry VI of England (first reign),Calais,Penny,,English coin Late Medieval 1377 - 1489,
IOW-5A3C87,MEDIEVAL,4,,19.0,1.13,12.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/252683,8,https://finds.org.uk/images/fbasford/medium/IOW2009-1-243.JPG,IOW-5A3C87.png,,,,Crowned bust facing with a bifoliate crown,Long cross dividing the inscription with three pellets in each quadrant,"EDWARDVS REX ANGLI (unbarred N, annulet stops, closed E)","CIVI/TAS/DVNE/LMIE (crozier before CIVI, closed C, unbarred N, Lombardic M)",,South East,,,Certain,Edward III of England,Durham,Penny,,English coin Edwardian type 1279 - 1377,
FAKL-033D11,MEDIEVAL,4,,17.0,1.08,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/577548,8,https://finds.org.uk/images/kleahy/medium/aSWY203.jpg,FAKL-033D11.jpg,,,,Crowned bust facing,Long cross,EDW [    ] EX ANGLI,CIVI/ [tas]/ EBO/RACI,,Yorkshire and the Humber,,,Certain,Edward III of England,York,Penny,,English coin Edwardian type 1279 - 1377,
HAMP-472471,MEDIEVAL,4,0.85,,1.325,6.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/160231,8,https://finds.org.uk/images/rwebley/medium/HAMP-472471HenryIpenny.jpg,HAMP-472471.jpg,16.3,,15.9,"Bust facing crowned and diademed; on right shoulder, an annulet; on left, a trefoil","Across field 'PAX' between two double beaded lines, two annulets above and below",hENRI REX,SIGIER ON LVND,,,,,,Henry I of England,London,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,
SUR-CF04B5,MEDIEVAL,4,,16.0,0.55,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/65431,8,https://finds.org.uk/images/dwilliams/medium/03.663a.jpg,SUR-CF04B5.jpg,,,,,,EDWRA[...],[...]LONDON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,
SOM-0C7D00,MEDIEVAL,4,,13.2,0.39,9.0,Base Silver,1,Struck or hammered,0,https://finds.org.uk/database/artefacts/record/id/969427,0,https://finds.org.uk/images/elburnett/medium/SOM0C7D00.jpg,SOM-0C7D00.jpg,,,,Short cross pattee with single pellet in each quarter,Crowned lion rampant,[hEN]RI ? REI : [DE],[IRLM ED'] ChIP[R],,,,,,,,Denier,,Non English coin,
PUBLIC-461D5E,MEDIEVAL,4,,19.0,1.39,-1.0,Silver,0,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/801347,8,https://finds.org.uk/images/stuff8472/medium/Record005.jpg,PUBLIC-461D5E.jpg,,,,Bust of Edward I in triangle with crown,Long cross with three pellets in each corner,EDWR,CIVI/TAS/DVBL/INIE,,,,,,Edward I of England,Dublin,Penny,,,
IOW-410EA2,MEDIEVAL,4,,16.0,0.79,3.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/200610,8,https://finds.org.uk/images/fbasford/medium/IOW2007-10-138.JPG,IOW-410EA2.png,,,,Crowned bust facing with sceptre,Voided short cross with a quatrefoil in each quadrant,hEN[]S REX (sceptre between R and E of REX),NIC[]VE,,South East,,,Certain,John of England,York,Penny,,English coin short and long cross period 1180 - 1278,
FAKL-975631,MEDIEVAL,4,,19.0,1.26,10.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/576982,8,https://finds.org.uk/images/kleahy/medium/aSWY167.jpg,FAKL-975631.jpg,,,,"Facing bust, rosette stops","Long cross, two rings of text.",HENRIC [    ] GRA  [     ],CIVI/TAS/ CAN/TOR // [POSVI] DEV* A/ DIVTOR/E*MEV,,Yorkshire and the Humber,,,Certain,Henry VII of England,Canterbury,Groat,,English coin Late Medieval 1377 - 1489,
WAW-25A950,MEDIEVAL,4,,,0.88,7.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/70394,8,https://finds.org.uk/images/abolton/medium/WAW-24FA45.jpg,WAW-25A950.jpg,,,,Bust facing forwards.,Long cross with three pellets and an annulet in each quarter.,EDWARDVS annulet REX [ANG]LI,CIVI / TAS / [   ] / DON,,West Midlands,,,Certain,Edward III of England,London,Penny,,English coin Edwardian type 1279 - 1377,
IOW-D95D57,MEDIEVAL,4,,27.0,4.33,5.0,Silver,1,Struck or hammered,8,https://finds.org.uk/database/artefacts/record/id/253439,8,https://finds.org.uk/images/fbasford/medium/IOW2009-1-249.JPG,IOW-D95D57.png,,,,Crowned bust facing within a tressure of nine arches,Long cross dividing the inscriptions with three pellets in each quadrant,EDWARD D G AN[ ]D hYB (annulet stops),Outer: POSVI/DE[ ]DIVTOR/EM MEV (Lombardic Ms); (I have made God my Helper)Inner: CIVI/TAS/LON/DON (open Lomabardic C),,South East,,,Certain,Edward III of England,London,Groat,,English coin Edwardian type 1279 - 1377,
