Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
IOW-AD8E12,MEDIEVAL,2,0.6,19.0,0.63,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/210228,https://finds.org.uk/images/fbasford/medium/IOW2008-1-83.JPG,Fotos_monedas\IOW-AD8E12.png,,,,Crowned bust facing with sceptre,Voided long cross dividing the inscription with three pellets in each quadrant,[]REX III,ROB/[]/[]/ANT (A nad N ligated),,South East,,,Certain,Henry III of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-043BD4,MEDIEVAL,2,0.6,19.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/62194,https://finds.org.uk/images/wscott/medium/O43BD4a.jpg,Fotos_monedas\LEIC-043BD4.jpg,,,,,"long cross with three pellets in each quarter, surrounded by a beaded border",[...] DNSHVB,CIVI TAS LON DON,,East Midlands,,,Certain,Edward III of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
FAKL-FCB95D,MEDIEVAL,2,0.6,8.2,0.43,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/760833,https://finds.org.uk/images/kleahy/medium/aaBNT443.jpg,Fotos_monedas\FAKL-FCB95D.jpg,,,,Bust lost. .,short cross,'[henri] CVS R [ex]',' ]ER [.....]',,East Midlands,,,Certain,Henry III of England,,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
KENT5263,MEDIEVAL,2,0.6,17.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/42129,https://finds.org.uk/images/mattbutler/medium/KENT5263.jpg,Fotos_monedas\KENT5263.jpg,,,,"Bust facing, no marks on breast.","Long cross, with quatrefoil in centre.",RICARD REX AN[GL Z FR]AN,CIVITAS [EBOR]ACI,,South East,,,Certain,Richard II of England,York,Penny,,English coin Late Medieval 1377 - 1489,,8,4,0
BH-04C291,MEDIEVAL,2,0.2,16.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/149278,https://finds.org.uk/images/jwatters/medium/Med coin 06 200 - 75.jpg,Fotos_monedas\BH-04C291.jpg,,,,Crowned bust facing.,"Long cross, 3 pellets in each quarter.",hENRICxDIxGRAxREXxANGL,CIVI/TAS/LON/DON,,Eastern,,,Certain,Henry V of England,London,Penny,,English coin Late Medieval 1377 - 1489,,8,4,0
KENT-37D720,MEDIEVAL,2,0.3,11.8,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/73600,https://finds.org.uk/images/dpennock/medium/109 Coin Obv.JPG,Fotos_monedas\KENT-37D720.png,,,,,,,,,South East,,,Certain,Edward I of England,London,Farthing,,English coin Edwardian type 1279 - 1377,,8,4,0
LEIC-558BD7,MEDIEVAL,2,0.5,18.0,0.28,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/209910,https://finds.org.uk/images/wscott/medium/558BD7.JPG,Fotos_monedas\LEIC-558BD7.png,8.0,,9.0,facing bust,long cross and pellets,HEN,VND,,East Midlands,,,Certain,Henry III of England,London,Farthing,,English coin short and long cross period 1180 - 1278,,8,4,0
BUC-8C0A46,MEDIEVAL,2,0.6,18.0,0.3,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/493005,https://finds.org.uk/images/rtyrrell/medium/2012T169c.JPG,Fotos_monedas\BUC-8C0A46.png,9.86,,10.36,,,,,,South East,,,Certain,,,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
CORN-959BD0,MEDIEVAL,2,0.7,19.5,1.39,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/120578,https://finds.org.uk/images/atyacke/medium/EdIDublinIVcobv.jpg,Fotos_monedas\CORN-959BD0.jpg,,,,crowned bust facing with two oblong pellets below bust within inverted triangle of pellets with legend in three angles; one pellet before the E at the beginning of legend,long cross patt?e dividing legend with three pellets in each angle,EDW.R / ANGL'D / NS hYB,CIVI / TAS / DUBL / INIE,,South West,,,Certain,Edward I of England,Dublin,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
LIN-A140E1,MEDIEVAL,2,0.6,18.0,1.28,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/55162,https://finds.org.uk/images/adaubney/medium/LIN921.JPG,Fotos_monedas\LIN-A140E1.png,,,,illegible,"Longcross, star in each angle",illegible,+ REX [     ] SCOTORVM,,East Midlands,,,Certain,Alexander III of Scotland,,Penny,,,,8,4,0
IOW-AF36E5,MEDIEVAL,2,0.6,23.0,1.13,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/151916,https://finds.org.uk/images/fbasford/medium/IOW2006-98-44.JPG,Fotos_monedas\IOW-AF36E5.png,,,,Bundle of arrows and yoke,Royal shield,[...][]A.CAS[][...],FER[...],,South East,,,Certain,,,Real,,,,8,4,1
IOW-AB7311,MEDIEVAL,2,0.6,18.0,1.18,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/190382,https://finds.org.uk/images/fbasford/medium/IOW2007-1-370.JPG,Fotos_monedas\IOW-AB7311.png,,,,Crowned bust facing,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
LEIC-C5E482,MEDIEVAL,2,0.5,17.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/238151,https://finds.org.uk/images/wscott/medium/C5E482.JPG,Fotos_monedas\LEIC-C5E482.png,,,,facing crowne dbust annulet to right,long cross and joined pellets,,,,West Midlands,,,Certain,,,Uncertain,,English coin Late Medieval 1377 - 1489,,8,4,0
SUSS-493C53,MEDIEVAL,2,0.97,16.67,1.3,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/88719,https://finds.org.uk/images/lwilson/medium/1-7y.jpg,Fotos_monedas\SUSS-493C53.jpg,,,,Crowned bust facing left holding a sceptre.,Cross fleury with annulet centre.,HENRI REX,+ORDGAR ON LIIN,,,,,,Henry I of England,London,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,1
FAKL-3FF318,MEDIEVAL,2,0.6,15.9,0.96,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/416303,https://finds.org.uk/images/kleahy/medium/Haldenby 198.jpg,Fotos_monedas\FAKL-3FF318.jpg,,,,Crowned bust facing,Long cross,EDWARD R ANG DNS HYB,CIVI/ TAS/ D [urem] E,,Yorkshire and the Humber,,,Certain,Edward I of England,Durham,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
LEIC-5D3C33,MEDIEVAL,2,0.5,18.5,1.22,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/197294,https://finds.org.uk/images/wscott/medium/5D3C33.JPG,Fotos_monedas\LEIC-5D3C33.png,,,,facing crowned bust,long cross and pellets,EDW[...]NGLDNSHYB,CI[VIT]ASLONDON,,East Midlands,,,Certain,Edward II of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
IOW-A069F7,MEDIEVAL,2,0.6,13.0,0.54,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/254406,https://finds.org.uk/images/fbasford/medium/IOW2009-2-129.JPG,Fotos_monedas\IOW-A069F7.png,,,,Bust facing with a bifoliate crown,Long cross dividing the inscription with three pellets in each quadrant (annulet in CIVI and LON quadrants),hEnRIC REX AnGL,Illegible due to wear,,South East,,,Certain,Henry VI of England (first reign),London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,0
CORN-2D042F,MEDIEVAL,2,0.6,18.0,0.89,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/640597,https://finds.org.uk/images/atyacke/medium/Oct14finds001.JPG,Fotos_monedas\CORN-2D042F.png,,,,crowned bust facing but too worn to see details,long cross pattee dividing legend with three pellets in each angle,+ED[WAR...],[CIVITAS LON]D[ON],,South West,,,Certain,Edward I - III,,,,English coin Edwardian type 1279 - 1377,,8,4,0
DEV-D042E5,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/421647,https://finds.org.uk/images/ncorey/medium/DEV-D042E5.jpg,Fotos_monedas\DEV-D042E5.jpg,,,,Crowned bust facing,Long cross pattee with three pellets in each quarter,EDW [R] ANGL DNS [hY]B,"CIVI/TAS/ CAN/TOR, pothook N",,South West,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
LEIC-F6C374,MEDIEVAL,2,0.25,10.0,0.36,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/260578,https://finds.org.uk/images/wscott/medium/F6C374.JPG,Fotos_monedas\LEIC-F6C374.png,,,,facing crowned bust (bust reaches to edge of flan),long cross and pellets (double struck),[ERA]NGLIE,LON[DONIEN]SIS,,,,,,Edward I of England,London,Farthing,,English coin Edwardian type 1279 - 1377,,8,4,0
IOW-CD8912,MEDIEVAL,2,0.6,20.0,2.04,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/196740,https://finds.org.uk/images/fbasford/medium/IOW2007-10-113.JPG,Fotos_monedas\IOW-CD8912.png,,,,Crowned bust facing with a trifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWR ANGL DNS hYB,VILL/ANO/VICA/STRI,,South East,,,Certain,Edward I of England,Newcastle upon Tyne,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
PUBLIC-185B4F,MEDIEVAL,2,0.63,17.8,1.187,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/838213,https://finds.org.uk/images/charles bullock/medium/P1060367.JPG,Fotos_monedas\PUBLIC-185B4F.png,,,,Crowned bust facing,Long cross pattee dividing the legend with three pellets in each quarter,EDWA R ANGL DNS hYB,CIVI/TAS/ DVR/EME,,South West,,,Certain,Edward I of England,Durham,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
PUBLIC-D51267,MEDIEVAL,2,0.7,20.29,1.338,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/747529,https://finds.org.uk/images/charles bullock/medium/D51267obverse.JPG,Fotos_monedas\PUBLIC-D51267.png,,,,Bust facing with rose garland,Long cross pattee with three pellets in each angle,"I COMES hANONIE, double saltire stops",VAL./ENC/hEN/ENS',,South West,,,Certain,John II of Avesnes count of Hainaut (1280-1304) count of Holland (1299-1304),,Penny,,,,8,4,0
SF-FAABFC,MEDIEVAL,2,0.62,18.0,0.24,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/879414,https://finds.org.uk/images/annab/medium/THD_SFFAABFC.jpg,Fotos_monedas\SF-FAABFC.jpg,12.25,,6.31,"Front-facing crowned bust, heavily doublestruck and clipped.","Voided long cross dividing the inscription, three pellets in each angle; heavily doublestruck and clipped.",none survives,none survives,,Eastern,,,Certain,Henry III of England,,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
FAKL-D679F1,MEDIEVAL,2,0.6,16.7,0.82,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/502674,https://finds.org.uk/images/kleahy/medium/A219.jpg,Fotos_monedas\FAKL-D679F1.jpg,,,,"Crowned bust facing with a D and a quatrafoil by neck, Durham local die, Wren Type VIIii",Long cross,-,CIVI/TAS/ [dur/em] E,,Yorkshire and the Humber,,,Certain,Edward IV of England (first reign),Durham,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
IOW-C8E991,MEDIEVAL,2,0.6,17.0,1.41,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/197699,https://finds.org.uk/images/fbasford/medium/IOW2007-1-506.JPG,Fotos_monedas\IOW-C8E991.png,,,,Crowned bust facing with sceptre,Voided short cross with a quatrefoil in each quadrant,hENRICVS REX (sceptre between R and E of REX,TOMAS ON NICOLE,,South East,,,Certain,John of England,Lincoln,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
IOW-193F60,MEDIEVAL,2,0.6,23.0,2.88,3.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/209468,https://finds.org.uk/images/fbasford/medium/IOW2008-1-70.JPG,Fotos_monedas\IOW-193F60.png,,,,"King standing facing in a ship, crowned and wearing armour and holds a sword and a shield, which is quartered with the arms of England and France","Floriated cross with a lis at the end of each limb, and an ornamented compartment with an 'E' within, in the centre. In each angle there is a lion passant, with a crown above. All within a tressure of eight arches",[...] (clipped),DOMINE[...](clipped),,South East,,,Certain,Edward III of England,London,Half noble,,English coin Edwardian type 1279 - 1377,,3,4,1
LVPL-CAC997,MEDIEVAL,2,0.6,18.0,1.21,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/80894,https://finds.org.uk/images/nherepath/medium/CAC997.jpg,Fotos_monedas\LVPL-CAC997.jpg,,,,,,EDWA[.] ANGL DNS HYB,CIVI/TAS/CAN/[T]OR,,Yorkshire and the Humber,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
NARC-0886B6,MEDIEVAL,2,0.6,19.0,1.0,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/82351,https://finds.org.uk/images/tbrindle/medium/NARC-0886B6pennyobv.jpg,Fotos_monedas\NARC-0886B6.jpg,,,,Crownded bust facing,"Long cross, three pellets in each quarter",G.DOMYHVS.DEL[YHNY],MON ETA SER AIH,,East Midlands,,,Certain,Edward I of England,,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
FAKL-EBCDE8,MEDIEVAL,2,0.6,18.1,0.94,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/848080,https://finds.org.uk/images/kleahy/medium/aSWY971.jpg,Fotos_monedas\FAKL-EBCDE8.jpg,,,,"Crowned bust facing, (saltire stops)  :","Long cross, with a quatrafoil in its centre]",EDWAR [dvs rex anglie] + ET,CIVI/ TAS/ E [bo/ rac],,Yorkshire and the Humber,,,Certain,Edward III of England,York,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
IOW-E48663,MEDIEVAL,2,0.6,18.0,1.38,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/188294,https://finds.org.uk/images/fbasford/medium/IOW2007-1-356.JPG,Fotos_monedas\IOW-E48663.png,,,,Crowned bust facing with sceptre,Long cross voided dividing the inscription with three pellets in each quadrant,hENRICVS REX III,"ROB/ERT/ONC/ANT (E and R ligated. O and N ligated, A and N ligated)",,South East,,,Certain,Henry III of England,Canterbury,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
HESH-4AA683,MEDIEVAL,2,0.6,17.9,1.0,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/251501,https://finds.org.uk/images/preavill/medium/HESH-4AA683.jpg,Fotos_monedas\HESH-4AA683.jpg,,,,"Crowned head facing. The crown is formed from a solid band with pellet terminals. The central lis is formed from three pellets arranged in a triangle conjoined with lines. The hair is formed with two curls either side with central pellets, the eyes are annulets with central pellets. The chin and beard is formed from a two large central pellets with two rows each of three pellets either side. The neck / shoulders are not shown. In the inscription teh E is round backed and closed, the Nand R are ligatured and the R has a wedge shaped tail, C round backed and closed, X plain,","Long cross, voided, divides the coin and inscription, in each divided quarter are three pellets.",HENRICVS REX III,NICO[LE] ON SROS,,West Midlands,,,Certain,Henry III of England,Shrewsbury,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
SUSS-CBA1F6,MEDIEVAL,2,0.94,19.92,1.38,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/80906,https://finds.org.uk/images/lwilson/medium/3-324a.jpg,Fotos_monedas\SUSS-CBA1F6.jpg,,,,Crowned bust facing holding a sword.,Quatrefoil with pellet at each angle enclosing a cross patt?e with annulet in centre.,+ WILLELM REX,AELSTAN ON ROFEC,,South East,,,Certain,William II of England,Rochester,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,1
IOW-D1EBA3,MEDIEVAL,2,0.6,16.5,1.24,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/267618,https://finds.org.uk/images/fbasford/medium/IOW2009-1-532.JPG,Fotos_monedas\IOW-D1EBA3.png,,,,Crowned bust facing with sceptre,Voided short cross with a quatrefoil in each quadrant,hENRICVS REX (sceptre divideds E and R of REX),(cross patt?e) GIFFREI ON [L]VN,,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-2E6C93,MEDIEVAL,2,1.0,23.0,2.25,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/228611,https://finds.org.uk/images/wscott/medium/2EAD66 .JPG,Fotos_monedas\LEIC-2E6C93.png,,,,facing crowned bust,long cross and pellets,EDWARDVSREXANGLIZFRANC,POSVIDEVADIVTOREMMEVM/CIVITASLONDON,,East Midlands,,,Certain,Edward III of England,London,Half groat,,English coin Edwardian type 1279 - 1377,,8,4,0
IOW-7325F7,MEDIEVAL,2,0.6,26.5,2.83,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/254284,https://finds.org.uk/images/fbasford/medium/IOW2009-2-125.JPG,Fotos_monedas\IOW-7325F7.png,,,,Shield with the arms of Burgundy,Cross fleuretty with diamond-shape enclosing a fleur de lis at the centre,+KAROLVS DEI GRA DVX BVRG CO FLA,+SIT NOMEN DOMINI BENEDICTVM,,,,,,Charles the Bold,,Uncertain,,Non English coin,,8,4,1
IOW-9E0111,MEDIEVAL,2,0.6,14.5,0.46,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/216086,https://finds.org.uk/images/fbasford/medium/IOW2008-1-182.JPG,Fotos_monedas\IOW-9E0111.png,,,,King enthroned holding orb and sceptre,Royal shield over long cross which divides the legend,]EnRIC DI G[ (rosette stops),CIVI[]CI,,South East,,,Certain,Henry VII of England,York,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
FAKL-AA76A1,MEDIEVAL,2,0.6,17.0,0.52,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/578592,https://finds.org.uk/images/kleahy/medium/aSWY251.jpg,Fotos_monedas\FAKL-AA76A1.jpg,,,,Crowned bust facing,Short cross,[hen] RICVS R [,[he]NRI ON [,,East Midlands,,,Certain,Henry III of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-A1E234,MEDIEVAL,2,0.6,13.2,0.51,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/251937,https://finds.org.uk/images/fbasford/medium/IOW2009-1-229.JPG,Fotos_monedas\IOW-A1E234.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,RICARD REX AnGL,CIVI/TAS/LOn/DOn,,South East,,,Certain,Richard II of England,London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,1
CORN-882A73,MEDIEVAL,2,0.7,17.6,1.33,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/95772,https://finds.org.uk/images/atyacke/medium/Fitzgibbonsfinds 009.jpg,Fotos_monedas\CORN-882A73.jpg,,,,Crowned bust facing with drapery formed of two wedges,long cross patt?e with three pellets in each angle,[EDWA(R)R] ANGL DNS HY[B],CIVITAS CAN[TOR],,South West,,,Certain,Edward II of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
SUR-33268A,MEDIEVAL,2,0.6,22.19,0.86,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/766091,https://finds.org.uk/images/dwilliams/medium/DSCF1397.JPG,Fotos_monedas\SUR-33268A.png,,,,A shield containing a lion rampant,Cross fleurdelise with lis in each angle (possibly),[ ]nI[ ]A[ ]C[ ],illegible,,South East,,,Certain,Low Countries,,,,,,8,4,0
SF3545,MEDIEVAL,2,0.6,18.0,1.27,-1.0,Silver,,https://finds.org.uk/database/artefacts/record/id/18083,https://finds.org.uk/images/hgeake/medium/sf3545.jpg,Fotos_monedas\SF3545.jpg,,,,"Late S, comma abbreviations",,+ EDWR' ANGL' DNS hYB,CIVITAS CANTOR,,Eastern,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,6,0
